ID,Title,Assigned To,Case ID,Comment,Defects,Elapsed,Forecast,In Progress,Plan,Plan ID,Platform,Priority,References,Run,Run Configuration,Run ID,Section,Section Depth,Section Description,Status,Tested By,Tested On,Type,Version
T29586108,purchaseRestore,,C2699953,No Restart/Restore button on Settings/Account.,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,Fire TV,R109737,Purchase Schema,0,,Remove from Run,Miguel Mota,5/23/2023 10:58 AM,Events,
T29586117,AdBreak.Start,,C2699965,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire TV,R109737,AdBreak Schema,0,,Passed,Miguel Mota,5/23/2023 10:59 AM,Events,1.0.0.84
T29586118,AdBreak.Complete,,C2699966,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire TV,R109737,AdBreak Schema,0,,Passed,Miguel Mota,5/23/2023 10:59 AM,Events,1.0.0.84
T29586124,Ad - start,,C2699977,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire TV,R109737,AD schema,0,,Passed,Miguel Mota,5/23/2023 11:01 AM,Events,1.0.0.84
T29586125,"Ad - pausestart,pausestop,resume",,C2699979,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire TV,R109737,AD schema,0,,Passed,Miguel Mota,5/23/2023 11:01 AM,Events,1.0.0.84
T29586126,"Ad - bufferstart,bufferstop,resume",,C2699980,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire TV,R109737,AD schema,0,,Passed,Miguel Mota,5/23/2023 11:02 AM,Events,1.0.0.84
T29586127,Ad - stop,,C2699981,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire TV,R109737,AD schema,0,,Passed,Miguel Mota,5/23/2023 11:08 AM,Events,1.0.0.84
T29586128,Ad - complete,,C2699982,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire TV,R109737,AD schema,0,,Passed,Miguel Mota,5/23/2023 11:08 AM,Events,1.0.0.84
T29586119,Account. register,,C2699968,GCX-25948 - [Analytics] Account.register event missing key values,GCX-25948,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,Fire TV,R109737,Account Schema,0,,Failed,Miguel Mota,5/23/2023 11:09 AM,Events,
T29586120,Account.create.profile,,C2699970,"GCX-25941 - [Analytics] Issue with lastLoginTime and migrationStatus keys in """"create"""" action of category """"profile""""",GCX-25941,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,Fire TV,R109737,Account Schema,0,,Failed,Miguel Mota,5/23/2023 11:10 AM,Events,
T29586121,Authentication - Login,,C2699972,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,Fire TV,R109737,Authentication.action,0,,Passed,Miguel Mota,5/23/2023 11:11 AM,Events,1.0.0.84
T29586122,Authentication - Logout,,C2699973,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,Fire TV,R109737,Authentication.action,0,,Passed,Miguel Mota,5/23/2023 11:11 AM,Events,1.0.0.84
T29586123,Authentication-LoginStart,,C2699976,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,Fire TV,R109737,Authentication.action,0,,Passed,Miguel Mota,5/23/2023 11:12 AM,Events,1.0.0.84
T29586129,Verify analytics for Connect Your Provider flow - Select provider from list,,C2699989,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,GQA-2229,Analytics (DQI) - P0s,Fire TV,R109737,Analytics-new - sign in,0,,Passed,Miguel Mota,5/23/2023 11:14 AM,Events,1.0.0.84
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ID,Title,Assigned To,Case ID,Comment,Defects,Elapsed,Forecast,In Progress,Plan,Plan ID,Platform,Priority,References,Run,Run Configuration,Run ID,Section,Section Depth,Section Description,Status,Tested By,Tested On,Type,Version
T29586143,Cast Session Successful Event is Fired,,C2699957,,,,,,Analytics - DQI - P0s,R109732,"Android
Web
iPad
iPhone",P0,GQA-2332,Analytics (DQI) - P0s,iPad,R109738,Casting Session Analytics,0,,Untested,,,Events,
T29586144,Cast Session Start Failure Event is Fired,,C2699958,,,,,,Analytics - DQI - P0s,R109732,"Android
Web
iPad
iPhone",P0,GQA-2332,Analytics (DQI) - P0s,iPad,R109738,Casting Session Analytics,0,,Untested,,,Events,
T29586146,Playback for user initiated videos,,C2699960,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55, GQA-2107",Analytics (DQI) - P0s,iPad,R109738,Playback Schema,0,,Untested,,,Events,
T29586147,Playback for endcard videos,,C2699961,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,iPad,R109738,Playback Schema,0,,Untested,,,Events,
T29586148,"Playback - Pause, resume",,C2699963,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55, GQA-1704 GQA-1928",Analytics (DQI) - P0s,iPad,R109738,Playback Schema,0,,Untested,,,Events,
T29586149,"Playback - bufferstart,bufferstop,resume",,C2699964,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,iPad,R109738,Playback Schema,0,,Untested,,,Events,
T29586145,Videoplayer - userinitiated,,C2699959,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"PLAY-32, PLAY-72, PLAY-1973, PLAY-102",Analytics (DQI) - P0s,iPad,R109738,Video Player schema,0,,Untested,,,Events,
T29586140,session.action - First start,,C2699954,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,iPad,R109738,Session Schema,0,,Untested,,,Events,
T29586141,session.action - Cold start,,C2699955,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,iPad,R109738,Session Schema,0,,Untested,,,Events,
T29586142,session..action - Resume start,,C2699956,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,iPad,R109738,Session Schema,0,,Untested,,,Events,
T29586137,purchaseInitiate,,C2699948,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,iPad,R109738,Purchase Schema,0,,Untested,,,Events,
T29586138,purchaseReceipt,,C2699949,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
HWA
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,iPad,R109738,Purchase Schema,0,,Untested,,,Events,
T29586139,purchaseRestore,,C2699953,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,iPad,R109738,Purchase Schema,0,,Untested,,,Events,
T29586150,AdBreak.Start,,C2699965,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPad,R109738,AdBreak Schema,0,,Untested,,,Events,
T29586151,AdBreak.Complete,,C2699966,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPad,R109738,AdBreak Schema,0,,Untested,,,Events,
T29586157,Ad - start,,C2699977,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPad,R109738,AD schema,0,,Untested,,,Events,
T29586158,"Ad - pausestart,pausestop,resume",,C2699979,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPad,R109738,AD schema,0,,Untested,,,Events,
T29586159,"Ad - bufferstart,bufferstop,resume",,C2699980,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPad,R109738,AD schema,0,,Untested,,,Events,
T29586160,Ad - stop,,C2699981,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPad,R109738,AD schema,0,,Untested,,,Events,
T29586161,Ad - complete,,C2699982,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPad,R109738,AD schema,0,,Untested,,,Events,
T29586152,Account. register,,C2699968,,,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,iPad,R109738,Account Schema,0,,Untested,,,Events,
T29586153,Account.create.profile,,C2699970,,,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,iPad,R109738,Account Schema,0,,Untested,,,Events,
T29586154,Authentication - Login,,C2699972,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,iPad,R109738,Authentication.action,0,,Untested,,,Events,
T29586155,Authentication - Logout,,C2699973,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,iPad,R109738,Authentication.action,0,,Untested,,,Events,
T29586156,Authentication-LoginStart,,C2699976,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,iPad,R109738,Authentication.action,0,,Untested,,,Events,
T29586162,Download-Online viewing for downloaded content - videoPlayer,,C2699988,,,,,,Analytics - DQI - P0s,R109732,"Android
Fire Tab
iPad
iPhone",P0,"GCX-8242, GQA-2873",Analytics (DQI) - P0s,iPad,R109738,Download -Online,0,,Untested,,,Events,
T29586163,Verify analytics for Connect Your Provider flow - Select provider from list,,C2699989,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,GQA-2229,Analytics (DQI) - P0s,iPad,R109738,Analytics-new - sign in,0,,Untested,,,Events,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ID,Title,Assigned To,Case ID,Comment,Defects,Elapsed,Forecast,In Progress,Plan,Plan ID,Platform,Priority,References,Run,Run Configuration,Run ID,Section,Section Depth,Section Description,Status,Tested By,Tested On,Type,Version
T29586174,Cast Session Successful Event is Fired,,C2699957,,GCX-26649,,,,Analytics - DQI - P0s,R109732,"Android
Web
iPad
iPhone",P0,GQA-2332,Analytics (DQI) - P0s,iPhone,R109739,Casting Session Analytics,0,,Failed,Bora Reddy,5/23/2023 10:09 AM,Events,
T29586175,Cast Session Start Failure Event is Fired,,C2699958,,GCX-26649,,,,Analytics - DQI - P0s,R109732,"Android
Web
iPad
iPhone",P0,GQA-2332,Analytics (DQI) - P0s,iPhone,R109739,Casting Session Analytics,0,,Failed,Bora Reddy,5/23/2023 10:09 AM,Events,
T29586177,Playback for user initiated videos,,C2699960,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55, GQA-2107",Analytics (DQI) - P0s,iPhone,R109739,Playback Schema,0,,Passed,Bora Reddy,5/23/2023 1:08 AM,Events,
T29586178,Playback for endcard videos,,C2699961,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,iPhone,R109739,Playback Schema,0,,Passed,Bora Reddy,5/23/2023 1:18 AM,Events,
T29586179,"Playback - Pause, resume",,C2699963,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55, GQA-1704 GQA-1928",Analytics (DQI) - P0s,iPhone,R109739,Playback Schema,0,,Passed,Bora Reddy,5/23/2023 1:08 AM,Events,
T29586180,"Playback - bufferstart,bufferstop,resume",,C2699964,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,iPhone,R109739,Playback Schema,0,,Passed,Bora Reddy,5/23/2023 1:12 AM,Events,
T29586176,Videoplayer - userinitiated,,C2699959,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"PLAY-32, PLAY-72, PLAY-1973, PLAY-102",Analytics (DQI) - P0s,iPhone,R109739,Video Player schema,0,,Passed,Bora Reddy,5/23/2023 3:16 AM,Events,
T29586171,session.action - First start,,C2699954,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,iPhone,R109739,Session Schema,0,,Passed,Bora Reddy,5/23/2023 12:54 AM,Events,
T29586172,session.action - Cold start,,C2699955,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,iPhone,R109739,Session Schema,0,,Passed,Bora Reddy,5/23/2023 12:52 AM,Events,
T29586173,session..action - Resume start,,C2699956,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,iPhone,R109739,Session Schema,0,,Passed,Bora Reddy,5/23/2023 12:46 AM,Events,
T29586168,purchaseInitiate,,C2699948,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,iPhone,R109739,Purchase Schema,0,,Passed,Bora Reddy,5/24/2023 1:29 AM,Events,
T29586169,purchaseReceipt,,C2699949,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
HWA
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,iPhone,R109739,Purchase Schema,0,,Passed,Bora Reddy,5/24/2023 1:29 AM,Events,
T29586170,purchaseRestore,,C2699953,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,iPhone,R109739,Purchase Schema,0,,Passed,Bora Reddy,5/23/2023 3:23 AM,Events,
T29586181,AdBreak.Start,,C2699965,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPhone,R109739,AdBreak Schema,0,,Passed,Bora Reddy,5/23/2023 1:37 AM,Events,
T29586182,AdBreak.Complete,,C2699966,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPhone,R109739,AdBreak Schema,0,,Passed,Bora Reddy,5/23/2023 1:44 AM,Events,
T29586188,Ad - start,,C2699977,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPhone,R109739,AD schema,0,,Passed,Bora Reddy,5/23/2023 1:37 AM,Events,
T29586189,"Ad - pausestart,pausestop,resume",,C2699979,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPhone,R109739,AD schema,0,,Passed,Bora Reddy,5/23/2023 1:55 AM,Events,
T29586190,"Ad - bufferstart,bufferstop,resume",,C2699980,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPhone,R109739,AD schema,0,,Passed,Bora Reddy,5/23/2023 1:55 AM,Events,
T29586191,Ad - stop,,C2699981,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPhone,R109739,AD schema,0,,Passed,Bora Reddy,5/23/2023 1:37 AM,Events,
T29586192,Ad - complete,,C2699982,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,iPhone,R109739,AD schema,0,,Passed,Bora Reddy,5/23/2023 1:44 AM,Events,
T29586183,Account. register,,C2699968,,,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,iPhone,R109739,Account Schema,0,,Passed,Bora Reddy,5/23/2023 3:37 AM,Events,
T29586184,Account.create.profile,,C2699970,,,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,iPhone,R109739,Account Schema,0,,Passed,Bora Reddy,5/23/2023 3:43 AM,Events,
T29586185,Authentication - Login,,C2699972,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,iPhone,R109739,Authentication.action,0,,Passed,Bora Reddy,5/23/2023 12:44 AM,Events,
T29586186,Authentication - Logout,,C2699973,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,iPhone,R109739,Authentication.action,0,,Passed,Bora Reddy,5/23/2023 12:42 AM,Events,
T29586187,Authentication-LoginStart,,C2699976,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,iPhone,R109739,Authentication.action,0,,Passed,Bora Reddy,5/23/2023 12:44 AM,Events,
T29586193,Download-Online viewing for downloaded content - videoPlayer,,C2699988,,,,,,Analytics - DQI - P0s,R109732,"Android
Fire Tab
iPad
iPhone",P0,"GCX-8242, GQA-2873",Analytics (DQI) - P0s,iPhone,R109739,Download -Online,0,,Passed,Bora Reddy,5/23/2023 3:59 AM,Events,
