ID,Title,Assigned To,Case ID,Comment,Defects,Elapsed,Forecast,In Progress,Plan,Plan ID,Platform,Priority,References,Run,Run Configuration,Run ID,Section,Section Depth,Section Description,Status,Tested By,Tested On,Type,Version
T29586052,Playback for endcard videos,Miguel Mota,C2699961,"Comcast xi6
PROD
Build nr 1.0.2.4",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,Comcast,R109735,Playback Schema,0,,Passed,Miguel Mota,5/23/2023 4:01 AM,Events,1.0.2.4
T29586053,"Playback - Pause, resume",Miguel Mota,C2699963,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55, GQA-1704 GQA-1928",Analytics (DQI) - P0s,Comcast,R109735,Playback Schema,0,,Passed,Miguel Mota,5/23/2023 3:30 AM,Events,
T29586054,"Playback - bufferstart,bufferstop,resume",Miguel Mota,C2699964,GCX-23395 - [Analytics] No playback.bufferStart and playback.bufferStop events,GCX-23395,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,Comcast,R109735,Playback Schema,0,,Failed,Miguel Mota,5/23/2023 2:39 AM,Events,
T29586050,Videoplayer - userinitiated,Miguel Mota,C2699959,GCX-24941 - [Comcast/Web/CDEV][Analytics] No videoplayer.exitbeforestart event when exiting the player before start playing,GCX-24941,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"PLAY-32, PLAY-72, PLAY-1973, PLAY-102",Analytics (DQI) - P0s,Comcast,R109735,Video Player schema,0,,Failed,Miguel Mota,5/23/2023 2:42 AM,Events,
T29586047,session.action - First start,Miguel Mota,C2699954,GCX-21135 - [Analytics] No session.stop event when exiting the app,GCX-21135,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,Comcast,R109735,Session Schema,0,,Failed,Miguel Mota,5/23/2023 2:10 AM,Events,
T29586048,session.action - Cold start,Miguel Mota,C2699955,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,Comcast,R109735,Session Schema,0,,Passed,Miguel Mota,5/23/2023 2:07 AM,Events,
T29586049,session..action - Resume start,Miguel Mota,C2699956,App can't be foregrounded on Comcast,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,Comcast,R109735,Session Schema,0,,Remove from Run,Miguel Mota,5/23/2023 4:29 AM,Events,
T29586044,purchaseInitiate,Luke Sanderson,C2699948,"All IAP is done externally through web or the Comcast OS, instead of the app itself. Marking as remove from run.",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,Comcast,R109735,Purchase Schema,0,,Remove from Run,Luke Sanderson,5/23/2023 4:36 AM,Events,
T29586045,purchaseReceipt,Luke Sanderson,C2699949,"All IAP is done externally through web or the Comcast OS, instead of the app itself. Marking as remove from run.",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
HWA
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,Comcast,R109735,Purchase Schema,0,,Remove from Run,Luke Sanderson,5/23/2023 4:36 AM,Events,
T29586046,purchaseRestore,Luke Sanderson,C2699953,"All IAP is done externally through web or the Comcast OS, instead of the app itself. Marking as remove from run.",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,Comcast,R109735,Purchase Schema,0,,Remove from Run,Luke Sanderson,5/23/2023 4:36 AM,Events,
T29586055,AdBreak.Start,Miguel Mota,C2699965,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Comcast,R109735,AdBreak Schema,0,,Passed,Miguel Mota,5/23/2023 3:00 AM,Events,
T29586056,AdBreak.Complete,Miguel Mota,C2699966,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Comcast,R109735,AdBreak Schema,0,,Passed,Miguel Mota,5/23/2023 3:26 AM,Events,
T29586062,Ad - start,Miguel Mota,C2699977,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Comcast,R109735,AD schema,0,,Passed,Miguel Mota,5/23/2023 3:07 AM,Events,
T29586063,"Ad - pausestart,pausestop,resume",Miguel Mota,C2699979,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Comcast,R109735,AD schema,0,,Passed,Miguel Mota,5/23/2023 3:12 AM,Events,
T29586064,"Ad - bufferstart,bufferstop,resume",Miguel Mota,C2699980,GCX-25135 - [Analytics] No ad.bufferStart and ad.bufferStop events,GCX-25135,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Comcast,R109735,AD schema,0,,Failed,Miguel Mota,5/23/2023 2:46 AM,Events,
T29586065,Ad - stop,Miguel Mota,C2699981,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Comcast,R109735,AD schema,0,,Passed,Miguel Mota,5/23/2023 2:54 AM,Events,
T29586066,Ad - complete,Miguel Mota,C2699982,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Comcast,R109735,AD schema,0,,Passed,Miguel Mota,5/23/2023 3:20 AM,Events,
T29586057,Account. register,Luke Sanderson,C2699968,"All IAP is done externally through web or the Comcast OS, instead of the app itself. Marking as remove from run.",,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,Comcast,R109735,Account Schema,0,,Remove from Run,Luke Sanderson,5/23/2023 4:36 AM,Events,
T29586058,Account.create.profile,Miguel Mota,C2699970,,,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,Comcast,R109735,Account Schema,0,,Passed,Miguel Mota,5/23/2023 2:37 AM,Events,
T29586059,Authentication - Login,Miguel Mota,C2699972,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,Comcast,R109735,Authentication.action,0,,Passed,Miguel Mota,5/23/2023 2:19 AM,Events,
T29586060,Authentication - Logout,Miguel Mota,C2699973,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,Comcast,R109735,Authentication.action,0,,Passed,Miguel Mota,5/23/2023 2:28 AM,Events,
T29586061,Authentication-LoginStart,Miguel Mota,C2699976,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,Comcast,R109735,Authentication.action,0,,Passed,Miguel Mota,5/23/2023 2:24 AM,Events,
T29586067,Verify analytics for Connect Your Provider flow - Select provider from list,Miguel Mota,C2699989,"Comcast xi6
PROD
Build nr 1.0.2.4",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,GQA-2229,Analytics (DQI) - P0s,Comcast,R109735,Analytics-new - sign in,0,,Passed,Miguel Mota,5/23/2023 4:05 AM,Events,1.0.2.4
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ID,Title,Assigned To,Case ID,Comment,Defects,Elapsed,Forecast,In Progress,Plan,Plan ID,Platform,Priority,References,Run,Run Configuration,Run ID,Section,Section Depth,Section Description,Status,Tested By,Tested On,Type,Version
T29586082,Playback for user initiated videos,Murugan S,C2699960,Tested on Fire Tab ,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55, GQA-2107",Analytics (DQI) - P0s,Fire Tab,R109736,Playback Schema,0,,Passed,Murugan S,5/23/2023 6:32 AM,Events,1.0.0.102
T29586083,Playback for endcard videos,Murugan S,C2699961,Tested on Fire Tab ,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,Fire Tab,R109736,Playback Schema,0,,Passed,Murugan S,5/23/2023 6:32 AM,Events,1.0.0.102
T29586084,"Playback - Pause, resume",Murugan S,C2699963,Tested on Fire Tab ,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55, GQA-1704 GQA-1928",Analytics (DQI) - P0s,Fire Tab,R109736,Playback Schema,0,,Passed,Murugan S,5/23/2023 6:32 AM,Events,1.0.0.102
T29586085,"Playback - bufferstart,bufferstop,resume",Murugan S,C2699964,Tested on Fire Tab ,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,Fire Tab,R109736,Playback Schema,0,,Passed,Murugan S,5/23/2023 6:32 AM,Events,1.0.0.102
T29586081,Videoplayer - userinitiated,Murugan S,C2699959,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"PLAY-32, PLAY-72, PLAY-1973, PLAY-102",Analytics (DQI) - P0s,Fire Tab,R109736,Video Player schema,0,,Passed,Murugan S,5/23/2023 7:35 AM,Events,1.0.0.102
T29586078,session.action - First start,Murugan S,C2699954,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,Fire Tab,R109736,Session Schema,0,,Passed,Murugan S,5/23/2023 12:26 PM,Events,1.0.0.102
T29586079,session.action - Cold start,Murugan S,C2699955,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,Fire Tab,R109736,Session Schema,0,,Passed,Murugan S,5/23/2023 12:26 PM,Events,1.0.0.102
T29586080,session..action - Resume start,Murugan S,C2699956,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,Fire Tab,R109736,Session Schema,0,,Passed,Murugan S,5/23/2023 12:26 PM,Events,1.0.0.102
T29586075,purchaseInitiate,Murugan S,C2699948,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,Fire Tab,R109736,Purchase Schema,0,,Passed,Murugan S,5/23/2023 8:23 AM,Events,1.0.0.102
T29586076,purchaseReceipt,Murugan S,C2699949,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
HWA
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,Fire Tab,R109736,Purchase Schema,0,,Passed,Murugan S,5/23/2023 8:23 AM,Events,1.0.0.102
T29586077,purchaseRestore,Murugan S,C2699953,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,Fire Tab,R109736,Purchase Schema,0,,Remove from Run,Murugan S,5/23/2023 8:24 AM,Events,1.0.0.102
T29586086,AdBreak.Start,Murugan S,C2699965,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire Tab,R109736,AdBreak Schema,0,,Passed,Lakshmi Chokkalingam,5/30/2023 6:46 AM,Events,
T29586087,AdBreak.Complete,Murugan S,C2699966,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0," GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire Tab,R109736,AdBreak Schema,0,,Passed,Lakshmi Chokkalingam,5/30/2023 6:46 AM,Events,
T29586093,Ad - start,Murugan S,C2699977,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire Tab,R109736,AD schema,0,,Passed,Lakshmi Chokkalingam,5/30/2023 6:46 AM,Events,
T29586094,"Ad - pausestart,pausestop,resume",Murugan S,C2699979,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire Tab,R109736,AD schema,0,,Passed,Lakshmi Chokkalingam,5/30/2023 6:46 AM,Events,
T29586095,"Ad - bufferstart,bufferstop,resume",Murugan S,C2699980,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire Tab,R109736,AD schema,0,,Passed,Lakshmi Chokkalingam,5/30/2023 6:46 AM,Events,
T29586096,Ad - stop,Murugan S,C2699981,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire Tab,R109736,AD schema,0,,Passed,Lakshmi Chokkalingam,5/30/2023 6:46 AM,Events,
T29586097,Ad - complete,Murugan S,C2699982,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8488, GQA-3530, PLAY-1973",Analytics (DQI) - P0s,Fire Tab,R109736,AD schema,0,,Passed,Lakshmi Chokkalingam,5/30/2023 6:46 AM,Events,
T29586088,Account. register,Murugan S,C2699968,,,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,Fire Tab,R109736,Account Schema,0,,Passed,Murugan S,5/23/2023 8:26 AM,Events,1.0.0.102
T29586089,Account.create.profile,Murugan S,C2699970,Tested on Fire Tab ,,,,,Analytics - DQI - P0s,R109732,All Platforms,P0,"GCX-8256, GQA-2890, IAPA-265, IAPA-137",Analytics (DQI) - P0s,Fire Tab,R109736,Account Schema,0,,Passed,Murugan S,5/23/2023 5:51 AM,Events,1.0.0.102
T29586090,Authentication - Login,Murugan S,C2699972,Tested on Fire Tab ,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,Fire Tab,R109736,Authentication.action,0,,Passed,Murugan S,5/23/2023 5:42 AM,Events,1.0.0.102
T29586091,Authentication - Logout,Murugan S,C2699973,,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,Fire Tab,R109736,Authentication.action,0,,Passed,Lakshmi Chokkalingam,5/30/2023 6:46 AM,Events,
T29586092,Authentication-LoginStart,Murugan S,C2699976,Tested on Fire Tab ,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8153, GQA-2673, IAPA-342, IAPA-303, IAPA-67",Analytics (DQI) - P0s,Fire Tab,R109736,Authentication.action,0,,Passed,Murugan S,5/23/2023 5:42 AM,Events,1.0.0.102
T29586098,Download-Online viewing for downloaded content - videoPlayer,Murugan S,C2699988,,,,,,Analytics - DQI - P0s,R109732,"Android
Fire Tab
iPad
iPhone",P0,"GCX-8242, GQA-2873",Analytics (DQI) - P0s,Fire Tab,R109736,Download -Online,0,,Passed,Murugan S,5/23/2023 12:28 PM,Events,1.0.0.102
T29586099,Verify analytics for Connect Your Provider flow - Select provider from list,Murugan S,C2699989, MVPD test case are not executed on release build,,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,GQA-2229,Analytics (DQI) - P0s,Fire Tab,R109736,Analytics-new - sign in,0,,Skipped,Murugan S,5/23/2023 11:45 AM,Events,1.0.0.102
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ID,Title,Assigned To,Case ID,Comment,Defects,Elapsed,Forecast,In Progress,Plan,Plan ID,Platform,Priority,References,Run,Run Configuration,Run ID,Section,Section Depth,Section Description,Status,Tested By,Tested On,Type,Version
T29586113,Playback for user initiated videos,,C2699960,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55, GQA-2107",Analytics (DQI) - P0s,Fire TV,R109737,Playback Schema,0,,Passed,Miguel Mota,5/23/2023 10:53 AM,Events,1.0.0.84
T29586114,Playback for endcard videos,,C2699961,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,Fire TV,R109737,Playback Schema,0,,Passed,Miguel Mota,5/23/2023 10:53 AM,Events,1.0.0.84
T29586115,"Playback - Pause, resume",,C2699963,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55, GQA-1704 GQA-1928",Analytics (DQI) - P0s,Fire TV,R109737,Playback Schema,0,,Passed,Miguel Mota,5/23/2023 10:54 AM,Events,1.0.0.84
T29586116,"Playback - bufferstart,bufferstop,resume",,C2699964,GCX-23395 - [Analytics] No playback.bufferStart and playback.bufferStop events,GCX-23395,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8820, GQA-3581, PLAY-72, PLAY-1973, PLAY-102, PLAY-60, PLAY-55",Analytics (DQI) - P0s,Fire TV,R109737,Playback Schema,0,,Failed,Miguel Mota,5/23/2023 10:54 AM,Events,
T29586112,Videoplayer - userinitiated,,C2699959,GCX-24941 - [Comcast/Web/CDEV][Analytics] No videoplayer.exitbeforestart event when exiting the player before start playing,GCX-24941,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"PLAY-32, PLAY-72, PLAY-1973, PLAY-102",Analytics (DQI) - P0s,Fire TV,R109737,Video Player schema,0,,Failed,Miguel Mota,5/23/2023 10:55 AM,Events,
T29586109,session.action - First start,,C2699954,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,Fire TV,R109737,Session Schema,0,,Passed,Miguel Mota,5/23/2023 10:56 AM,Events,1.0.0.84
T29586110,session.action - Cold start,,C2699955,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,Fire TV,R109737,Session Schema,0,,Passed,Miguel Mota,5/23/2023 10:56 AM,Events,1.0.0.84
T29586111,session..action - Resume start,,C2699956,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8182, GQA-2685",Analytics (DQI) - P0s,Fire TV,R109737,Session Schema,0,,Passed,Miguel Mota,5/23/2023 10:56 AM,Events,1.0.0.84
T29586106,purchaseInitiate,,C2699948,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,Fire TV,R109737,Purchase Schema,0,,Passed,Miguel Mota,5/23/2023 10:57 AM,Events,1.0.0.84
T29586107,purchaseReceipt,,C2699949,"Google Chromecast Sabrina
PROD
Build nr 1.0.0.84",,,,,Analytics - DQI - P0s,R109732,"Fire TV
Android
Fire Tab
Roku
Web
HWA
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone",P0,"GCX-8489, GQA-3547",Analytics (DQI) - P0s,Fire TV,R109737,Purchase Schema,0,,Passed,Miguel Mota,5/23/2023 10:57 AM,Events,1.0.0.84
